Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,Low Value,270.2768563795205,419.5405244704865,51.11420149,64.51901740641372,Yes
Treatment,Medium Value,108.38114911559364,167.68987575622202,71.36466617,,Yes
Treatment,Medium Value,162.82961741451217,250.11896045272889,66.78581286323671,78.15374106,Yes
Control,Low Value,168.63230868077517,203.0421904808543,,67.75573110342758,
,Medium Value,84.46552732773516,101.02035014708196,35.596989149969964,43.04034237099082,No
Treatment,High Value,187.51791494346136,301.1233560961369,100.0,,Yes
Control,High Value,295.40313720980936,363.6423280004498,64.98831441,73.92144865,No
,Medium Value,169.60961273040164,261.6226338277229,59.10620910088561,47.15868329748677,Yes
Treatment,,,304.35445847506304,49.45440644289605,62.28665538658727,Yes
Control,Low Value,143.96851820932056,170.10731317338306,46.360710061338914,50.40138342095511,Yes
Control,Low Value,202.93750964647853,245.56252944048623,69.11275414648539,76.0,Yes
Treatment,,240.6965034794597,366.8486350250281,68.16063063440606,71.56261429413584,No
Treatment,Medium Value,186.7846307241041,291.07763686055205,73.07401232871105,89.58559554,Yes
Treatment,High Value,168.16017929298033,277.9049471892475,84.3903254,92.66309979,No
Treatment,Low Value,173.88534037102391,,32.93267078054213,34.40477599613677,No
Control,,212.53505037754587,254.9707951131422,62.869069585591575,73.27130430259555,Yes
Treatment,Medium Value,,346.0787538430469,57.769121180962166,49.07778077113967,No
,Medium Value,203.7157249169173,,71.26507164219282,76.49274198378212,No
Treatment,Low Value,176.04886371036295,277.0737343085252,50.433930798747575,51.03406635378855,
Control,Low Value,234.30616379248136,279.88944496402064,47.031232761202325,41.24554005473715,No
Control,High Value,176.49582343746428,211.1764248769744,84.98818682714055,,No
Treatment,Low Value,156.1560149770743,244.5849986763418,50.205504034642615,43.19601891114317,Yes
Control,Medium Value,279.2970112139911,336.82581134278155,78.05473826640993,67.08688933941366,No
Control,High Value,207.32497454365776,249.19586842799464,93.54042205716352,,Yes
Control,,,,,72.70024308310016,No
Treatment,Low Value,137.82033553551554,209.28313701632692,56.96457886296436,49.55050673681083,No
,Low Value,222.78344755260463,360.3544731133872,57.04799743848864,58.00348479305248,Yes
Control,Low Value,123.8562517742221,148.48341231366211,56.87780636584991,64.47097873726078,No
Treatment,,,208.4305164163386,76.50656749638291,80.17655236174568,Yes
Treatment,Low Value,216.93785154637024,347.7783569487456,39.94110774929919,48.57643055,No
Control,Medium Value,174.2131876,211.68150085895425,75.58084226567564,100.0,Yes
Control,Medium Value,175.25356797288902,211.5551905132495,52.28144735287129,72.51699229269495,No
Treatment,Medium Value,212.29906519550525,334.2323117426284,47.86809346543232,,Yes
Control,High Value,196.5831645494166,224.38214712837535,71.48199153904439,63.93810574328263,Yes
,Medium Value,,206.83362882179472,72.13034554441259,73.08014003392591,Yes
Treatment,Low Value,,236.6856962179309,42.67090943384471,48.53534706723397,Yes
Control,High Value,,181.6276594798418,,99.79443090023982,Yes
Treatment,Low Value,226.09376077775704,348.2546181582496,64.98833502655883,70.59524350309859,Yes
Treatment,Medium Value,,399.4332023403281,67.17953151225355,,No
Control,Low Value,,164.34376015469024,54.79196498059213,58.43118098620107,No
Control,,241.1981388215045,282.26557973129496,79.00561131677483,89.20276158305701,Yes
Control,,202.81895481019376,251.3296705827194,72.67019113841397,90.81664297,Yes
,Low Value,236.66887641636015,,,57.71588102964204,No
Control,Low Value,277.5373318110808,335.4718119766797,46.97051012569736,42.74782367111697,No
,Low Value,,244.5199450794385,49.32622234463324,59.34119452473659,No
Control,High Value,,226.9205211931992,,100.0,Yes
Control,,142.29232930320393,172.88135364965368,56.09331089694028,,Yes
Treatment,Low Value,183.3389906080401,290.14360838614726,52.04866415695867,,Yes
Treatment,Medium Value,184.0620086877951,285.1939526811683,,51.27214548175586,No
Control,High Value,141.0842548233871,176.2421669833445,,91.31557401462022,
Treatment,Low Value,179.62242293272607,,40.01788706066779,,Yes
Control,Low Value,270.81256599412603,330.4855828662834,,,Yes
Control,High Value,250.23437439376968,,100.0,100.0,No
Treatment,,124.59354242060505,196.23010696019583,58.72750108055857,61.04492826271661,No
Treatment,,187.6183787265529,297.1167746549937,,63.73564310777502,No
,High Value,,278.0444351715334,,100.0,Yes
Control,High Value,237.7051949105617,287.21746147740083,87.95186785467435,100.0,No
Treatment,Low Value,97.64041247397503,151.43499038954835,60.43166507931227,76.0,No
Control,High Value,204.8933699007523,248.59560776171335,,93.27795572,Yes
Treatment,Low Value,179.21711173943194,290.4951348903531,30.499294519890917,32.482126035509424,
Control,Low Value,169.8467172419711,191.6647229524275,56.08233014,70.73707146679753,Yes
Control,High Value,112.7001195926748,141.75614907389726,93.65564828671786,95.30090670499976,Yes
Treatment,Low Value,,249.8268519823374,55.84326277688388,56.07708396524867,Yes
,Medium Value,,367.9227104489121,56.500421785792135,46.79434893611123,Yes
Treatment,Medium Value,160.70809824197178,259.34997449570835,,97.49205559,No
Treatment,Low Value,,237.38763936468771,44.99556725296347,40.803072256791374,Yes
Treatment,Medium Value,262.9284438413929,408.6921644132661,71.41424125021976,60.33369937023272,No
Treatment,Low Value,165.19327106972148,268.6638140971944,55.55019638740204,56.57428723635209,No
Treatment,Medium Value,,,78.13828697321944,75.96493248505406,No
Control,High Value,116.87005613977875,145.0712035820282,77.15334236,100.0,Yes
Control,Low Value,,154.5283236336407,56.21563436680706,,Yes
Control,Low Value,275.3802780592763,337.72711723509383,64.79090889110135,73.97267571,Yes
Treatment,Low Value,253.57038389082552,399.9552094206797,50.48048849,55.07233682634764,No
Treatment,Low Value,198.642454491474,304.51325581558103,,,Yes
Treatment,Low Value,81.67854461516663,135.35066340134463,,47.490725011192055,Yes
Control,Low Value,111.88940235590448,131.96288030582474,54.56467004548426,62.63453193922409,Yes
Treatment,High Value,143.43936771520634,224.2458089513965,,63.77909270923962,No
Treatment,,136.83077189856067,214.83944335523705,97.13703961,78.05269410522861,Yes
Control,,180.43275209227284,210.24815487014845,66.00959687886821,71.55092834378604,No
Treatment,Low Value,209.34797666612388,337.36628323068805,52.24397786620701,51.728553799461146,Yes
Control,Medium Value,160.1012838573299,192.83333643443305,60.49267022240832,28.02568681062501,Yes
Control,Medium Value,184.62745139175172,222.3805711,91.54308371387724,,No
Treatment,,193.4417539117188,298.2129105207278,89.72773411,82.06248859991078,No
Treatment,Medium Value,231.8089495702717,357.6140279,,66.96979992059354,Yes
,High Value,259.3653499292226,411.8255942012831,89.97580314942583,95.34596364702476,No
,Medium Value,204.89985113756387,251.082298237316,52.37153451028422,,No
Control,Low Value,,,48.03920168735169,47.075552477495336,Yes
Control,,175.16369977382612,209.53536467147512,,73.30158032030721,No
Treatment,High Value,316.4492910052046,491.7262590813907,93.77824419340612,100.0,No
,High Value,172.39484916927324,280.42676763823044,97.6616529131164,,No
Treatment,,102.5138073673879,169.07633189956042,100.0,,Yes
,,129.24206282359103,200.91377020446976,66.79804983982416,64.40485845570332,Yes
Control,Medium Value,,,,82.07855936743346,Yes
Control,High Value,172.99700914547884,219.48089932870204,96.67086567734978,100.0,Yes
Control,Low Value,,268.5752372043462,60.35290721541245,60.803170296626426,Yes
Control,,,179.76304350354692,,,Yes
Treatment,Medium Value,126.85719758138806,202.90138721579868,72.37843393802434,78.28749436547274,Yes
Treatment,,120.89814795930154,184.78530223722703,63.08240838489171,69.72948238251671,Yes
Treatment,High Value,205.11044437374,316.2047568541635,100.0,100.0,Yes
Control,Medium Value,269.63975306573286,332.3071157403594,,90.82937108748004,Yes
Control,Medium Value,204.3233551380031,248.92648195413787,66.07549374386149,59.353098259665146,No
Treatment,High Value,264.4143761,413.7204303443296,83.81446922246823,85.19836941546431,
Treatment,High Value,235.6993998038646,362.5811947647253,82.99614079847758,,Yes
Control,Medium Value,118.0928338505808,145.15281693600485,69.40171964553373,,No
Treatment,Low Value,199.77650109619563,321.45741392432853,55.07173473611215,57.30911370286418,Yes
Control,Medium Value,143.46225993814272,165.41371899749032,68.54275110423626,76.38535926350292,No
Control,Low Value,150.6891108612517,175.14545152975887,50.43907068913804,59.77718810712514,Yes
Control,,138.9498119387262,171.5553756487379,45.44423146063453,,Yes
Treatment,Low Value,182.5131890977592,282.0840164356521,64.26761852496345,,No
Treatment,High Value,194.2038659394701,297.53612391548774,84.11013898306358,75.33658477872359,No
Control,,185.23274336945445,,,84.82776540777982,No
Treatment,,202.45301894088095,324.1287688459366,92.23242974799136,82.91616956980016,Yes
Control,Medium Value,197.24621137832463,242.30923270018232,70.92575018181584,94.56256146999468,Yes
Control,High Value,197.1775768118489,240.5566202404804,81.86464093730565,97.60499826222512,No
,High Value,,257.4835887007539,96.47853052686229,100.0,Yes
Control,Medium Value,286.173009,339.55294173924807,84.92209895682537,73.92144865,No
Treatment,,236.3841885759768,365.43580992802754,75.39245775541721,80.87625749143183,Yes
Control,,145.7139145,170.9768000128281,56.679258664472,64.20987379940819,No
Control,Medium Value,204.11881190124447,243.6711073841854,75.22332378432768,,Yes
Treatment,,201.35051528202007,315.8692405780452,71.08824788,68.79453424713546,Yes
Control,High Value,215.37206998024385,264.6752517,83.54659238729131,94.46339444175584,Yes
Control,Low Value,177.0487707312016,213.68178760461532,67.58757970051323,54.445497485314405,No
Treatment,Low Value,185.0991831173293,288.8583787663977,,76.0,No
Treatment,Medium Value,190.7124635259768,,63.75468012138087,76.41428723,No
Treatment,,178.71239362012923,249.85029158881875,99.83268449855188,97.42540881,No
,,179.94413599665774,221.49094274260216,94.01669890113791,100.0,
Treatment,,113.92487278736998,183.88934629768184,89.60148213354567,100.0,No
Treatment,High Value,249.8128466344561,395.9821385559085,100.0,100.0,No
Control,Medium Value,217.30756482933452,267.5731309292019,70.77720866487338,76.16095563000681,Yes
Control,High Value,323.5702482958801,381.4802142345957,89.76403708814671,,Yes
Control,Low Value,126.2912826357995,157.8044738021489,57.22979733529616,66.05857695181193,No
,Low Value,162.6417083430832,,44.153223126058045,53.65665167812727,No
Control,Medium Value,252.05913833631985,301.1279310721738,70.24621354585636,,No
Treatment,High Value,239.79662071335355,381.15959161503054,70.74078282957039,73.92144865,Yes
Treatment,High Value,305.7545409,480.0835660064788,95.99331373801677,73.92144865,Yes
,High Value,295.6290796432594,454.45031019950346,93.77815942698382,100.0,No
Control,,85.42114104762308,,100.0,100.0,No
Control,Medium Value,207.88369418210408,242.47979535846807,76.02992721992115,77.86255755225861,No
Control,,239.8577453030716,,100.0,100.0,No
Treatment,Medium Value,186.38823855183097,295.2964036175903,53.355455552736615,,Yes
,High Value,187.46363818420127,281.32599191733954,86.05289026246163,,Yes
Control,High Value,299.4227004998042,363.2370084759246,98.50618332594024,100.0,No
Treatment,Low Value,176.02453835354635,278.07049719806696,62.30343571396633,57.406865266560445,No
Control,Medium Value,,,61.76092936,51.190071943469725,Yes
Treatment,Low Value,155.27975395529722,246.0480642705698,62.07805351032096,67.17643108616834,Yes
Treatment,,291.2779290560049,,56.02068166980767,58.409354579177126,
Treatment,High Value,157.47824909012368,257.20098948045097,77.03384530965091,,Yes
Control,,,337.4825217339399,,,Yes
Treatment,Medium Value,237.3099913746928,363.83909327381866,72.55802679784618,78.77723789124622,Yes
Treatment,Low Value,163.85448449875574,255.41401901323556,,,Yes
Control,Medium Value,196.42915488005184,240.1176376384753,,,No
Treatment,Medium Value,,292.59836524214523,63.95956209535183,68.28898382718708,Yes
,High Value,180.4734432577502,217.75112342404324,100.0,100.0,No
Control,,148.99440164110123,174.65832439754865,57.426211376679845,63.19138934973168,
,Medium Value,,313.7366939300079,77.74258291903035,93.67605367255253,
,Low Value,161.91634427754778,196.31544083168023,59.48056514700412,63.72951097020722,No
Control,Low Value,144.7050282310329,166.12540646886427,51.173697967531005,60.321184157677024,Yes
Treatment,Medium Value,215.3393100784352,331.5344084642105,79.31482058296068,91.50848934010833,No
,Low Value,196.20413837937605,,55.20315036945132,70.55652072980673,No
Control,,128.0426629782878,156.32225937967578,100.0,,Yes
Control,High Value,177.14831339523369,211.9037503219163,100.0,100.0,
Control,High Value,123.93004811846704,147.65325011950918,86.98643779097202,,No
Treatment,High Value,357.73524893344074,548.6685488858475,100.0,91.47833194,Yes
Control,Low Value,165.2845571649176,196.93097158708795,50.63392894034234,52.391674086045285,No
Treatment,High Value,176.98825895552693,,82.77595117727586,70.02282995,Yes
Control,Medium Value,171.683372,209.54276789359847,69.37249873762072,80.26238921214184,No
Treatment,High Value,170.8245342890275,260.84306570900804,86.5239365,75.49829662,No
Control,Medium Value,186.95701891479104,219.8221287,74.54032144,65.09254009530713,
Control,Medium Value,259.16336610799766,304.5130310675102,58.58951772639392,63.84018816545782,No
Treatment,High Value,219.5781956321384,345.2349935,97.21650966382862,,Yes
Control,,128.5854409716849,,85.98852340736408,69.90966925527152,Yes
Treatment,,125.57385242786688,196.0376196194528,38.27827426471291,44.41524033713186,No
Control,Medium Value,205.8394678986026,245.04071706168511,75.41119561483855,85.62083715387358,No
Treatment,,,255.43970886594408,100.0,,Yes
Control,,161.4549414639258,191.2309250696883,61.03848570560322,51.76468926809498,Yes
Control,High Value,368.4811444536659,,86.09871935928155,94.02002222389562,No
,High Value,162.2820215959897,254.84637213853367,83.05122702242407,94.88169217,No
Control,,134.12864561341956,171.87683855002953,70.24902619495936,100.0,Yes
Control,Medium Value,152.72906561488404,182.33219160083732,64.83480093319724,72.94498874,No
Control,High Value,,145.4557707721112,,92.15047841,Yes
Control,Low Value,239.60866692310597,,72.72218451643526,76.0,No
Control,High Value,151.99754195048615,,100.0,88.74001352384401,Yes
,High Value,158.44140216070133,187.00049564108105,85.09810598955512,86.74534967520212,No
Treatment,Low Value,118.2259333061104,188.96370366236877,58.80502410007181,59.06303669320474,No
Treatment,Low Value,96.18865570908956,134.5370185231838,64.03393599896008,54.29048002,No
Treatment,Medium Value,200.26307636475417,303.62162628622855,73.80036817467808,84.22168869220255,Yes
Control,Medium Value,164.72846714883823,192.5534495312525,,59.70493601657514,No
Treatment,Medium Value,103.0114604552664,178.2256461529742,71.66581641,67.71294502005675,Yes
Control,Medium Value,173.84655709030287,215.96439255439455,68.85260758130312,,Yes
Control,Low Value,180.76741087683416,219.14338494453145,50.05214077423158,,No
Control,,,217.47148236267145,80.17832123540914,93.15804078404904,No
Control,High Value,240.8310507818453,286.02928410293066,73.19257682870953,80.05886902,
,,309.3873142555961,,79.85938616605539,98.41598932519304,No
Control,,,286.7422377587848,75.36153884881617,85.40414503164449,No
,Low Value,179.81265379343355,282.16368755550343,60.98953487231415,76.0,Yes
Control,,211.4335586908037,259.4557595317693,68.95182424538523,64.46110924840582,No
Treatment,Low Value,278.64606446296426,439.7118036954416,49.00586432320726,42.21036112952263,Yes
Treatment,High Value,,221.6084628381383,78.01342829854914,92.61194319571275,No
Treatment,Medium Value,217.9486822950929,334.8435746699756,79.18267651697016,80.87411123238282,Yes
Treatment,,130.77349616953467,199.34172927431132,40.19491914566161,35.56686030213108,No
Treatment,Medium Value,201.0063828534537,315.7024521371808,49.81189758085071,43.60755237823322,Yes
Treatment,Low Value,120.79146582416752,192.13964610478413,60.035813969809695,69.87258822244318,No
,Medium Value,,284.7034624556266,59.72636143263828,74.57446933034686,Yes
Treatment,Low Value,184.8497433965701,280.3985132098362,46.92284001232364,,No
Control,Medium Value,267.0431086047135,322.64598336545373,,81.67654050684858,No
Treatment,Low Value,162.03632757547865,259.1680200316616,52.968848652995135,55.99988192727977,Yes
,Low Value,152.5924295186093,177.75297688161027,,54.36368920814698,No
Treatment,Medium Value,182.95536518869156,284.1331347634767,55.321221572373446,64.64155467108868,No
Treatment,Medium Value,,489.0426673,64.50775662235301,71.89368663403025,No
Control,,255.7282548346564,,81.51612490020129,77.53218593482677,No
Treatment,Medium Value,257.7575500972255,419.0689248035817,,82.65371600490325,Yes
Treatment,Low Value,,332.0887821575327,58.50738823192974,,Yes
Treatment,Low Value,209.3636543967896,316.1766558906591,55.24290888990331,41.68939118888317,No
Control,,117.29199891327566,143.66435533644878,69.24332908165113,59.14838111704727,Yes
Treatment,High Value,178.4084861074101,284.2688797032749,89.21621652657214,93.40684649017042,No
,Medium Value,169.97868529402038,215.40088679290827,88.26005844251297,94.71866918,No
Treatment,Low Value,176.0231588013451,271.3553989966526,57.21134217857195,59.43361457481931,Yes
Treatment,Low Value,172.40915971906145,268.9726331338203,,61.05525957380536,No
,High Value,125.24738507805635,143.1863151,78.95475224290169,100.0,No
Treatment,Medium Value,191.98546098374,289.7386377654406,67.18376731246217,,Yes
Treatment,Low Value,85.24359286285353,134.36099035119122,50.03365946646304,,Yes
Control,Low Value,214.2028021695881,265.8331863,55.71919231682634,46.217581448896446,No
Treatment,Low Value,175.8589975357851,275.4316175483024,58.12673222616785,57.75127418746171,No
,Medium Value,262.5301831279651,,73.84103864429709,,No
,Medium Value,202.6634153120078,236.1808812047375,46.47647648702539,35.701790268677065,No
Control,High Value,,227.18548028344887,75.47823003391602,87.91544706141848,Yes
,Low Value,108.10776029736382,165.53878583135574,54.68070536945933,,No
Control,Low Value,,185.29385687388475,67.68508742087742,63.85779651698118,No
Control,High Value,172.84039981270956,219.7468556432546,81.79176141129923,90.01308985312045,No
Treatment,Low Value,,297.25648307682644,,76.0,Yes
Control,,193.5474307468344,230.75849345236736,70.14250807,85.3469872,Yes
Treatment,,236.25039834682775,371.5042026499702,91.22621540729016,89.78497220383271,No
,Low Value,229.48340087614943,,52.99905722232214,74.11981408223697,
Treatment,Medium Value,128.7817443348635,195.6231770675147,64.29780473385287,70.03896294796198,No
Treatment,,201.47137971262396,300.9388432267989,80.39757792470617,79.69418297660975,No
,Medium Value,189.53514699824143,224.77326989762315,69.67979248,91.70954588784164,No
Control,Medium Value,,,56.46198617125699,,Yes
Control,Low Value,209.06381484246464,236.174205306494,38.264707776015136,33.57238243677393,Yes
Control,High Value,307.2861644254672,358.2694748082103,75.85636371785576,75.69625525359642,Yes
Control,High Value,144.0560457652575,182.76932071480837,94.47181040148668,100.0,No
Treatment,Low Value,102.17915443738704,159.0636726149165,50.90119352113321,50.58143234832372,Yes
Control,Medium Value,204.3368402535251,248.58982766446047,,85.43637913189129,No
Control,High Value,244.81875894978484,295.18864055668587,86.27872853203793,81.42200473746179,No
Control,Low Value,,265.9798595072808,54.94463274088463,63.91530845,Yes
,Low Value,141.68947670456097,,62.52952485425244,,Yes
Treatment,Medium Value,110.74340206967784,147.75140891207937,67.26554379575401,58.55305955514509,No
Control,Low Value,233.6504312125641,280.86246353722936,,72.11950580609316,Yes
Treatment,High Value,251.76806403192452,403.338920048114,96.96104773,100.0,No
,High Value,196.1303168,242.84516099129357,75.66465734524972,80.86925138514893,Yes
Control,,36.72470518,47.86945901,,23.64634982984063,Yes
Treatment,High Value,184.85515763792588,288.3895943642533,72.95347077461417,69.32095573465952,No
,,,331.54369571799845,,,No
Control,High Value,234.7427103680615,288.18476684045936,68.57940888879712,63.27481584500431,Yes
Control,Medium Value,129.77430847774596,147.00301515930806,90.04712784950281,,No
Treatment,,256.0035933918945,416.1098326537437,70.24902619495936,100.0,Yes
,Medium Value,198.3030004676413,244.7799983,53.50475489092304,55.47041938309137,
Treatment,Medium Value,,420.9628566542944,,76.78214851,Yes
Control,,,175.2899408765607,38.77911561640992,42.38943446120515,Yes
,Medium Value,172.14539394863547,265.1736146074597,75.04390517,81.63392168316983,No
Control,High Value,216.2942197164529,263.3618273748674,,100.0,No
Control,High Value,196.0437896950108,241.02900505972684,,,No
Treatment,,146.4437920727437,,,94.04021977472615,Yes
Control,Low Value,264.90119748246127,316.8099217830672,,43.82144089271068,No
Control,Medium Value,266.73975863091425,318.15750910289347,71.58705614062681,66.0762349,No
Treatment,,170.8478262934646,276.6785461963177,97.99081083449164,100.0,Yes
Control,High Value,231.5245107663401,276.90712745243684,,70.03274218316622,No
,Medium Value,114.34365131494152,134.1142812,81.19620188267692,86.77806612126564,Yes
Control,,289.2063137434024,344.34278578294726,66.19218715448118,55.46504561380956,No
Treatment,Medium Value,242.80092621297487,,66.82646135632045,,Yes
Treatment,High Value,276.8309022582994,,63.01067741776881,70.49013290266657,Yes
Treatment,High Value,198.81153315120133,314.67545856908936,100.0,100.0,No
Control,High Value,279.77052937712193,336.3218511827639,64.78162206852154,67.92987298271294,No
Control,Low Value,231.06244622828635,280.3803405,62.23150498509813,66.40135680275786,No
Control,High Value,203.969291877326,254.3387695423648,,92.39531400033904,No
Control,High Value,246.0110353,311.9530182866353,100.0,44.989651128126944,
Treatment,Low Value,197.71147776033507,307.1299917322864,45.274949703248254,,Yes
Control,Low Value,159.6888308,185.84155412830728,49.82554081836661,57.02268697443666,No
Control,Low Value,262.3994633351584,312.95364297958395,48.73272569407903,49.43660857914713,Yes
Control,,178.24895997678468,218.65748233761985,,52.31707633382092,No
Treatment,Low Value,182.002215080112,302.2720343484861,36.98426046312169,37.426892882690765,Yes
Control,Low Value,212.2265294950261,256.04985204117514,59.220890322441065,70.73642845998641,No
Control,,201.49469181965785,245.26799053358707,75.00078246516449,64.46397130860908,No
Control,Medium Value,237.6241205000105,284.2765551796278,67.57065079029852,76.47054599187203,Yes
,Medium Value,171.80762789583042,207.64320318698068,68.63297934554977,79.31053443188117,
Control,Medium Value,139.75091415938454,175.84835185048263,76.27539677573635,75.41319065397974,Yes
Treatment,High Value,166.70816645579714,267.9020404893523,70.57102687391068,,Yes
,Low Value,162.58245874784836,195.2497737921278,40.783538625677664,54.31072491,No
Control,High Value,219.29604361899572,265.4259343,86.77966300660968,93.41721232536962,No
Control,,202.7499580788646,241.72756801154057,49.61498765450456,66.14258616874825,Yes
,Low Value,,,49.407721040625546,45.12760223836928,Yes
Control,High Value,,284.5546260052339,95.57805678395032,98.59763159997816,Yes
Control,Medium Value,150.2453797861106,175.45923198874203,,62.66039471067858,No
Control,High Value,251.94967893549145,297.54335615940863,92.13680487289967,93.23782932592069,No
Control,High Value,139.2094247345778,165.17431069053353,100.0,100.0,Yes
,Low Value,120.9969519630873,150.3646583266622,,66.75022392060417,No
Control,,182.96925761395383,217.64274938302552,59.68197983242498,,Yes
Treatment,Low Value,211.35880714499956,337.0223603499612,34.49182989630213,34.81126120067125,No
,Medium Value,223.88211379486816,337.36457681546176,75.96302661682095,86.68114210015742,No
Treatment,High Value,213.40880250770803,332.95048374969923,100.0,100.0,Yes
,High Value,227.22604519234704,356.3147378383867,89.7778037,100.0,Yes
Control,Medium Value,135.67644748101344,,64.72855190718916,60.49149812448781,No
Treatment,High Value,185.58410820665247,288.93883175065764,83.18494602229204,80.70594986691451,Yes
Treatment,High Value,187.86220740663944,303.4599940129662,100.0,,No
Control,Low Value,132.42700680927558,158.54155495874872,47.79759917465364,,No
Treatment,,171.91361447227925,272.1056948742875,59.22764773919984,66.10582173356431,Yes
,Low Value,164.92289545070733,,49.59130126468375,57.248473190569136,Yes
Control,Medium Value,176.61334128505152,206.79277970698803,68.90443462856564,76.61811777206631,No
Control,Low Value,169.07260615719687,204.71482414084144,51.15214179712996,54.31083860300305,
Control,High Value,60.12840820490236,53.42317329100128,67.60796460120635,67.50706835393476,No
Treatment,Medium Value,222.8811462210347,337.1588242957903,66.22691464277791,69.18791233558699,
,Medium Value,179.55307048754958,286.6294002869726,87.34646090237531,,No
Control,Low Value,156.44162602519668,185.1705912,54.589535219707386,51.38840186014603,Yes
Control,Medium Value,127.08155579981845,154.68997719501365,74.24132609608995,89.66851620737077,No
Treatment,High Value,295.32397638364245,448.04263629060966,,96.04056538,Yes
Control,High Value,305.0393902843889,348.22158082197234,95.50087491759972,95.14441518645212,No
Treatment,High Value,,200.43884111007364,100.0,99.74969054,Yes
Control,Low Value,170.64296778755366,201.95825899389197,,53.04573476006118,No
Control,Medium Value,251.3569391881479,299.8594989814226,57.134799557751954,,Yes
Treatment,,160.7131554201328,261.71358008012885,,56.487234389357866,No
Control,High Value,,216.82735884536245,98.81212734617768,100.0,Yes
Control,Medium Value,163.52579669511954,192.13912189451756,62.47362861677639,79.59700145162196,Yes
Control,High Value,243.1264264814816,289.7054833998286,,87.56396281471199,No
Treatment,,328.7409613,,75.51911036588434,90.80696075523792,Yes
Control,Medium Value,243.0154316,,70.24902619495936,56.18733834554686,Yes
Control,Low Value,135.0312884375075,162.04660606925992,48.30267615286046,34.78589817954681,No
Control,,165.7291326462704,204.13137633884705,66.8247664,57.65380638837436,No
Control,High Value,,253.7473661808686,88.00842553620323,100.0,Yes
Control,Medium Value,161.633217,185.7909011317357,,66.50011273348846,Yes
Control,,159.7708830039815,199.72439823180292,98.56668751622524,98.50158259,Yes
Treatment,Low Value,206.21781692242996,320.7127065426821,60.78550369536416,61.85454626092208,Yes
Treatment,High Value,202.12957729587583,316.244258758442,100.0,100.0,No
Control,Medium Value,214.50071362549835,258.6499049875948,73.84393240721991,64.36870345,
Treatment,High Value,316.9977432756805,498.6667082538166,,100.0,No
Treatment,,,292.68438040353465,,100.0,Yes
Control,Medium Value,209.0068431183112,241.5442282867364,79.45208009133125,77.64172023836755,Yes
Treatment,High Value,156.33705744230338,239.8783519,100.0,100.0,
Treatment,Medium Value,220.3819115239073,349.07818934387825,66.46765118438068,,No
Treatment,Low Value,228.99218118402317,366.83027826249935,52.002903390844864,49.59305078,Yes
Treatment,,285.3062777279705,439.5645695666121,,62.944602420051424,Yes
Treatment,,181.5612814615547,289.7641035889198,62.243803913812975,,Yes
Treatment,High Value,188.2383217586057,292.2296558104036,,97.63475544255355,Yes
,High Value,222.85103690972755,,88.23879171807557,,Yes
Treatment,,188.0542354110984,289.4124926674764,59.53249787427396,59.80727845099666,No
Control,High Value,244.25167885605345,294.37043906097136,100.0,,Yes
Control,High Value,191.28496953163383,223.6496354,89.61549655995482,96.22435656869128,Yes
,Low Value,159.48804369477773,249.82530138646095,55.10531930937066,50.16859870306187,No
Treatment,High Value,201.5572721613082,322.4581223792344,88.29616147351301,88.49882810100486,No
,Medium Value,233.21325169933468,277.6708752545208,69.12550692492154,75.9259832,No
Treatment,,261.1983273298741,410.0786682145751,76.96861273683108,77.11160025809299,No
Treatment,High Value,188.2592753632384,297.3272350656574,69.23074035110866,56.32916786925441,
,,,203.65453546592357,,64.27017474864883,No
Control,Low Value,192.29265490403077,220.69681740035784,52.00299368319836,69.03176174,No
,,226.0762845289957,275.8775058336721,59.66113989143575,63.40834506942024,
Treatment,Medium Value,198.5683060754853,301.4333667317678,60.93074486559462,75.11442603439045,Yes
,High Value,176.5388476,265.42013116393326,77.92733112328759,,Yes
Control,Low Value,154.59763848344545,182.18576034058628,50.17630010515998,70.29683352079348,No
,Low Value,244.7060350587643,288.7067704417835,62.54154206641006,67.49887562521506,Yes
,Medium Value,218.4929389481877,342.8120706707188,48.74423671060526,49.74533447854001,Yes
Control,,218.70494327485295,257.33558178053136,53.49301754,54.12260632,Yes
Treatment,High Value,174.80301192524038,278.09843533522314,77.57545018206511,84.74322054156411,No
Treatment,,290.23577569087354,,86.22614655,99.01440337352516,Yes
Control,Low Value,221.08249236476647,271.3870442531641,48.557835968996166,,Yes
,High Value,212.7555038031445,245.0789996594979,86.25001926990791,78.16782048,Yes
,Medium Value,220.8246226983465,348.0163611560189,54.92610073321106,51.18930601718526,
Control,High Value,285.4878255679679,337.4037523633991,94.04843157731716,98.30039580364506,Yes
Control,Low Value,129.9801421071182,153.8340638468263,53.94914337546598,57.80681938032235,No
Control,Medium Value,168.7009204203793,,71.62438374,73.92144865,Yes
Control,High Value,248.75429099484472,284.4038318566106,100.0,74.19494133844393,No
Treatment,,203.351812550672,313.8126682301548,55.62647700405394,57.51674530450263,Yes
Treatment,Low Value,201.88858907404256,306.3992139260153,45.42655364591171,,Yes
Treatment,High Value,250.01318867591075,377.800661,100.0,100.0,No
Treatment,,,399.6052826764479,,100.0,No
